序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag
1837,"
                                                                                                    #网事聚焦#输入法，你爱用哪种？ ????????（人民网） ????????                                            ", 8月2日 14:18,9,95,14,iPhone 6,FfenA9hlX,0
1838,"
                                                                                                    【最全科目二考试详解，心态也很重要！】#网事聚焦#近日，一学员5挂科目二车内大哭的新闻刷屏……有没有同样挂过几次的朋友？倒车入库、侧方停车、坡道起步……所有科目二考试项目的重要提示、考试要点、扣分项目都有详细解释！赶紧收好！希望能好好调整下心态，下次必过！（成都交通运输） ????????...展开全文c                                            ", 8月2日 13:55,181,82,121,搜狗高速浏览器,Ffeeju5pI,0
1839,"
                                                                                                    【蓉平：一盒硬币考验一座城】#蓉平热点#近日，一个装着500元硬币的小盒子，摆在人流穿梭的成都一地铁口，盒子里的硬币任行人取用。出人意料的是，7小时后，硬币不仅没有被哄抢一空，钱反而多了21元……521谐音“我爱你”，真是冥冥中的巧合。没有导演，一切都是那么真实自然，让人温暖。成都的温暖从 ????????...展开全文c                                            ", 8月2日 13:30,38,21,26,搜狗高速浏览器,Ffe46dbvs,0
1840,"
                                                                                                    【最爱吃小龙虾城市 四川居然没有上榜？】#网事聚焦#某网站平台近日发布城市小龙虾消费指数。全国最爱吃小龙虾的城市里，排名第一的是上海，而前十名中四川没有城市上榜。此外，全国人民最受欢迎的口味是麻辣小龙虾，其次是香辣和十三香口味。你爱吃小龙虾吗？爱吃哪种口味？ ??????（四川 ????????...展开全文c                                            ", 8月2日 13:06,28,79,43,iPhone 6,FfdUn98NM,0
1841,"
                                                                                                    【闷热午后 阵雨分散】#成都午间天气#云层遮蔽下，气温升的比较缓慢，11时全市平均29.7℃，但高湿度下依旧有些闷热感。@成都气象 说，午后最高气温升高至35℃左右，阵雨或雷雨比较分散，带好雨具防患未然防患未然。 ????????                                            ", 8月2日 12:39,5,评论,6,iPhone 6,FfdJiqg7s,0
1842,"
                                                                                                    #美食成都#天气这么热，吃个饭都汗流浃背的，夏天就适合吃点卤菜，配点凉稀饭，巴巴适适滴！@运动路标 ????????                                            ", 8月2日 12:09,41,21,20,iPhone 6,FfdxsnEt8,0
1843,"
                                                                                                    【这就是成都 天府文化滋养出的力量】#住在成都#一盒硬币，与城市中完全陌生的普通人做了三个方面的约定：根据需要自取，您需要用诚实作答；每次不超过5元，您需要将贪念摒弃；有多余请贡献爱心，人人为我，我为人人，社会才能阳光普照。 最后多出的21元钱，被无数网友点赞，视频不断被转发，成为 ????????...展开全文c                                            ", 8月2日 11:34,30,72,75,搜狗高速浏览器,FfdiY4NtS,0
1844,"
                                                                                                    【成都各大博物馆延时开放，夜游博物馆约起！】#住在成都#7月31日记者获悉，包括四川博物院、成都博物馆、武侯祠、草堂、金沙在内的省属、市属博物馆相继推出了延时开放政策，四川博物院闭馆时间延长至晚上9点，成都博物馆夏季时间延长至晚8点半，武侯祠、草堂、金沙夏季时段开放至晚8点。快@ 你的小伙 ????????...展开全文c                                            ", 8月2日 10:58,41,16,20,搜狗高速浏览器,Ffd4vxkVI,0
1845,"
                                                                                                    【注意了！成都五城区注册新公司 可在区级政务中心办理】#住在成都#过去，成都五城区注册资本在1000万元以上的新设有限责任公司，必须到成都市政务中心工商窗口登记。不过，从即日起，锦江、青羊、金牛、武侯、成华区内注册资本在5000万元以下的新设有限责任公司，直接在当地就能办理注册登记，注册资 ????????...??查看图片展开全文c                                            ", 8月2日 10:31,51,25,6,搜狗高速浏览器,FfcTmrEZ8,0
1846,"
                                                                                                    【添绿蓉城 今年秋季成都将增行道树3万株】#成都增绿十条#在成都提出“增绿十条”后，如何用行动回应市民期待，用更多绿色回馈成都市民？日前，成都市林业和园林管理局局长杨小广在接受采访时提到，今年4月初，实施的中心城区行道树增量提质，截至7月20日，中心城区累计新栽行道树79117株。在此基础上 ????????...??查看图片展开全文c                                            ", 8月2日 10:06,28,50,37,搜狗高速浏览器,FfcJnEOgg,0
1847,"
                                                                                                    【太暖心了！街头硬币测试的成都答卷让人意外】#住在成都#如果有一大堆硬币放在那儿任君取用，你会拿走多少个？昨日，成都多个街头就出现了这样一个盒子，里面装了500个一元硬币，旁边一块纸板写着“如你急需用钱，请自取（每人最多5元），如果有多余的，请贡献你的爱心。”而暖心的成都人，再次用 ????????...展开全文c                                            ", 8月2日 09:36,49,61,78,搜狗高速浏览器,Ffcx7mxzp,0
1848,"
                                                                                                    【最全求职礼仪+面试经典16问 求职必备】#博闻广记#暑假过半，“秋招模式”陆续开启，面试成为必须翻过的“一座大山”！面试时都要注意啥？自我介绍、说优缺点、聊薪酬…这些看似简单却暗藏玄机的题目，你都会答吗？面试完总是“石沉大海”，你知道问题在哪儿？最全求职礼仪+面试经典16问↓↓火速收了 ????????...展开全文c                                            ", 8月2日 08:59,42,11,26,iPhone 6,Ffcii3AsJ,0
1849,"
                                                                                                    【截止今晨7时，成都主城区空气质量 优】#空气质量#@成都环保 说，根据成都市环境空气质量实时监测显示，截止时间8月2日7时主城区空气质量指数类别 优 空气质量实时数据详见O网页链接 ????????                                            ", 8月2日 08:32,5,1,5,iPhone 6,Ffc7fp1zu,0
1850,"
                                                                                                    【不吃早饭，5种病找上门】#气象与生活#1.胃炎、胃溃疡。2.胆结石。空腹时胆汁易淤积，可能引起结石症状。3.月经不调、盆腔炎。尤其冬季，不吃早餐，人体“火力”不足，导致女性体寒，会使盆腔内的血管紧缩，致使卵巢功能紊乱。4.心血管疾病。长期不吃早餐，易导致动脉硬化的发生。5.蛀牙。 @生命时报                                            ", 8月2日 08:00,10,10,13,iPhone 6,FfbUm629K,0
1851,"
                                                                                                    【暑热依旧 阵雨随机】#早安成都#最近常有网友问：“成都还要热好久哦？”小布的回答是：这8月才开始呢！@成都气象 说，今天白天雨歇阳光照，气温24～35℃；傍晚前后到夜间多阵雨或雷雨，伏天难逃高温，防晒防暑仍是必修课。【今日尾号限行3、8】 ????????                                            ", 8月2日 07:33,19,43,13,iPhone 6,FfbJdy8cB,0
1852,"
                                                                                                    #晚安成都#来，评论里许个愿，说不定8月就实现了呢！ ????????实现了记得来还愿哦~图据 网络 ????????                                            ", 8月1日 23:26,4,139,24,微博 weibo.com,Ff8xnp71z,0
1853,"
                                                                                                    #网事聚焦#看着好治愈，适合晚上看 via 食贴 L食帖的秒拍视频 ????????                                            ", 8月1日 22:54,48,32,59,微博 weibo.com,Ff8kobuMS,0
1854,"
                                                                                                    #网事聚焦#乖惨了~你们有没有见过熊猫打嗝？这种玩具我也想买一个~via iPanda熊勒个猫 L秒拍视频 ????????                                            ", 8月1日 22:23,66,39,74,微博 weibo.com,Ff87NqNHW,0
1855,"
                                                                                                    #网事聚焦#小编试了一下是真的！长知识了！via 当时我就震惊了 ????????                                            ", 8月1日 21:49,12,58,33,微博 weibo.com,Ff7U0i4gG,0
1856,"
                                                                                                    #生活服务#腹部减脂动作和知识，速度马走！祝你们一个月狂甩20斤！via 全球健身中心 ????????                                            ", 8月1日 21:08,36,17,28,微博 weibo.com,Ff7Dmrdh9,0
1857,"
                                                                                                    【习近平：人民军队的历史辉煌，是鲜血生命铸就的】#建军90年#今天上午，庆祝中国人民解放军建军90周年大会在人民大会堂举行。习近平出席大会并发表重要讲话。他指出：中国人民珍爱和平，我们决不搞侵略扩张，但我们有战胜一切侵略的信心。全文实录↓ 据@央视新闻 °习近平：人民军队的历史辉煌，是鲜血生命铸就的 ??????????查看图片                                            ", 8月1日 20:52,15,评论,23,微博 weibo.com,Ff7xf4blr,0
1858,"
                                                                                                    【公告|成都市2017年面向全国选调优秀处级干部】#住在成都#根据成都市建设全面体现新发展理念的国家中心城市需要，为进一步优化领导班子和干部队伍结构，提升领导干部队伍专业化水平，现就我市面向全国公开选调有关事宜公告如下↓《报名人员简要情况登记表》《干部任免审批表》请前往www.cdpta.gov.cn ????????...展开全文c                                            ", 8月1日 20:16,11,12,14,微博 weibo.com,Ff7ig2g4U,0
1859,"
                                                                                                    【世界三大湾区的发展历程 带给成都什么经验与启示？】#蓉平热点#所谓“大湾区”，本质上就是一种城市群。“大湾区”的发展历程，就是城市群的发展历程；“大湾区”的崛起，就是大都市区的崛起。“世界三大湾区”作为世界最著名的三大城市群，它们无不以庞大的经济体量、宜人的环境、包容的文化、高效 ????????...展开全文c                                            ", 8月1日 19:45,17,4,15,微博 weibo.com,Ff75Fi9zf,0
1860,"
                                                                                                    【成都4A级及以上预防接种门诊周六也应诊 狂犬病处置服务24小时应诊】#延时错时服务#即日起，全市4A级及以上预防接种门诊周六延时服务一天，全市开展狂犬病暴露预防处置服务的门诊保证24小时应诊；卫生应急实行24小时值班制度和领导带班制度，确保突发公共卫生事件的应急响应及时高效；官网设置“便民 ????????...展开全文c                                            ", 8月1日 19:16,14,18,18,微博 weibo.com,Ff6TU4aP3,0
1861,"
                                                                                                    #网事聚焦#截图看看你还要多久才能脱单？via 四川日报 ????????                                            ", 8月1日 18:46,12,114,16,微博 weibo.com,Ff6HJ53Ga,0
1862,"
                                                                                                    【发布妹儿产业参观专列发车啦，这一次带你走进“高双温郫新”】#晒晒我家产#你知道@成都高新 @天府双流 @温江发布 @郫都发布 @新都资讯 “家产”多少吗？这一次，他们要把“底牌”亮给你看。如果下次再有人问你，就把这张图丢给他们。转发本条微博，还有机会获得100元购书卡一张哦，共5张～ ????????                                            ", 8月1日 18:17,284,160,35,微博 weibo.com,Ff6vXfyNu,0
1863,"
                                                                                                    #美食成都#灵魂拷问！炎炎夏日，这三个哪个是你的最爱？图据 网络 ????????                                            ", 8月1日 17:49,47,104,29,微博 weibo.com,Ff6kAraGo,0
1864,"
                                                                                                    【在成都就可以体验到的外地美食】#美食成都#正值假期，看到别个都在朋友圈发旅行照羡慕嫉妒恨哇，成都这九家特色外地美食店完全让你装逼让你飞，吃个饭拍照发朋友圈分分钟逼格提升一个档次成都不仅有熊猫了不起啊，这些吃的也了不起~via 成都最攻略 ????????                                            ", 8月1日 17:20,44,35,50,微博 weibo.com,Ff68OgyMe,0
1865,"
                                                                                                    【新举措！成都8月1日起房产交易大提速啦！】#宜居成都#选好心仪的房子以后，你是否也经历过，漫长的交易流程带来的“甜蜜的折磨”？对成都市的购房者来说，这样“甜蜜的折磨”将大大减轻啦！成都市房管局简化办事流程，提高服务能力和水平，提高办事效率，从8月1日起推出了房产交易便民服务新举 ????????...展开全文c                                            ", 8月1日 16:51,43,48,22,微博 weibo.com,Ff5X2oPXi,0
1866,"
                                                                                                    【成都将进一步放宽直购电交易、富余电能政策范围】#现在发布#市经信委负责人透露，下一步成都市将对大工业用户不再设置用电量准入门槛，鼓励我市产业园区、更多的企业通过联合、打捆等方式参与直购电交易，尽可能降低企业用电成本。不设置富余电量准入门槛后，我市可享受富余电量政策电量约为2.5亿千 ????????...展开全文c                                            ", 8月1日 16:21,12,1,6,微博 weibo.com,Ff5KWv16I,0
1867,"
                                                                                                    【推进售电侧改革试点，为重点区域、产业、项目优价供电】#现在发布#《实施细则》提出，通过综合能源公司统一集中调度供应，为我市重点区域、重点产业、重点项目提供综合用能服务和优价供电。1.对“东进”“南拓”等重点区域、重点园区开展配售电试点，高起点高标准地推进区域内配电网基础设施建设，对 ????????...展开全文c                                            ", 8月1日 16:07,8,2,5,微博 weibo.com,Ff5FfoBxg,0
1868,"
                                                                                                    【八一建军节：以军旅之歌谱中华英魂】#建军90年#中国人民解放军建军以来，历经千难万险，从小到大，由弱变强，发展为一支多兵种合成的军队，成为中国捍卫和平与发展的钢铁长城。饭前一支歌，训练拉歌……小小军歌却深藏中国军人不妥协、不退缩、不放弃的精神，震撼人心。那些年动听的军歌，你们都听过 ????????...展开全文c                                            ", 8月1日 15:52,27,13,16,微博 weibo.com,Ff5z6a2km,0
1869,"
                                                                                                    【一起来看看解放军“15式”系列臂章胸标】#建军90年#庆祝中国人民解放军建军90周年大会开始了！小伙伴们可以直接看网络直播！同时，我们也一起来看看帅气的解放军“15式”系列臂章胸标吧！今天是#建军90周年#，让我们一起向解放军致敬！据@成都共青团 ????????                                            ", 8月1日 15:22,35,7,13,微博 weibo.com,Ff5mVcrhY,0
1870,"
                                                                                                    【成都市将实施天然气直供支持 降低企业用气价格】#现在发布# 今天下午，市政府新闻办召开“成都产业新政50条”系列新闻发布第五场——“关于降低能源要素成本促进产业发展的若干政策措施”新闻发布会，重磅发布《关于创新要素供给培育产业生态提升国家中心城市产业能级能源政策措施的实施细则》。市经 ????????...展开全文c                                            ", 8月1日 15:07,12,1,8,微博 weibo.com,Ff5h1psY4,0
1871,"
                                                                                                    【涨姿势！“八一”建军节的由来】#建军90年#今天上午，庆祝中国人民解放军建军90周年大会在北京举行。关于“八一”建军节，你了解多少？戳图↓了解“八一”建军节的由来！向人民子弟兵致敬！最可爱的人，节日快乐！据@新都资讯 @成都共青团 ????????                                            ", 8月1日 14:53,36,8,23,微博 weibo.com,Ff5b9hGF5,0
1872,"
                                                                                                    【绝美！150句古今对偶佳句】#博闻广记#“天对地，雨对风，大陆对长空，山花对海树，赤日对苍穹…”对偶是中国诗词和对联创作的常用手法，讲究文句两两相对、字数相等、句法相似、平仄相对、意义相关，充分体现了汉语凝练和谐之美。戳图↓150句古今对偶佳句，你会背几句？据@人民日报 ???? ????????                                            ", 8月1日 14:23,30,2,25,搜狗高速浏览器,Ff4Z4AqzK,0
1873,"
                                                                                                    【大慈寺门前的百年紫薇开花了】#住在成都#成都大慈寺门前的两株百年痒痒树开花了！痒痒树就是我们俗称的紫薇树，因为只要轻轻一动它的树皮，它就会颤抖不止。这两株百年紫薇是几年前移栽的，今年第一次开花。白色、红色、紫色的花序长几十厘米，从树顶垂下，在红墙黄瓦之间甚是美丽。据@四川日报 ????????                                            ", 8月1日 14:04,55,33,146,搜狗高速浏览器,Ff4RzcBOi,0
1874,"
                                                                                                    【成都今年征兵工作8月1日展开 9月10日起运新兵】#住在成都#今年的征兵工作已经全面展开，为使广大适龄青年和家长及时了解相关政策，近日，成都市征兵领导小组副组长兼征兵办公室主任、成都警备区副司令员李文清大校对今年成都征兵做出详细解读！想当兵的你，到底符不符合征兵条件？戳图↓↓ ????????...展开全文c                                            ", 8月1日 13:44,50,24,26,搜狗高速浏览器,Ff4Jb6La4,0
1875,"
                                                                                                    【16个观景台带你看@山水金堂 美景】#住在成都#“会当凌绝顶，一览众山小”，杜甫在《望岳》中这样写道。金堂境内的龙泉山脉之中就有很多这样“凌绝顶”的观景平台，根据季节不同，这里可以观彩色森林、浅丘梯田，望江峡河流、深谷幽泉，看城市风光、各色花田等等大地自然景观。°和我在龙泉山上走一走，守望山水金堂的温柔 ????????                                            ", 8月1日 11:38,24,4,21,搜狗高速浏览器,Ff3UjAWl9,0
1876,"
                                                                                                    【《楚乔传》播放量突破400亿 两位编剧竟是成都人】#住在成都#即将大结局的热播剧《楚乔传》，还在不断刷新收视纪录。该剧三位编剧嘉纹、杨涛、陈岚，其中杨涛、陈岚都来自成都，两人也都曾是四川电视台的编导。《楚乔传》大火，到底有什么吸睛密码？成都编剧杨涛、陈岚面对潇湘冬儿原著作品《11处特工 ????????...展开全文c                                            ", 8月1日 11:19,15,91,27,搜狗高速浏览器,Ff3Mle8gz,0
1877,"
                                                                                                    【内地首个获批HPV疫苗上市 成都最快8月初可注射】#住在成都#昨日（31日），中国内地首个宫颈癌疫苗“希瑞适”（二价疫苗）在获批一年后，宣布上市销售。从四川省疾控中心了解到，该疫苗属于二类疫苗，市民可以自愿自费选择接种，预计各社区8月初可以到货（具体情况需咨询各社区医院）。这意味着从这个 ????????...展开全文c                                            ", 8月1日 10:49,57,108,37,搜狗高速浏览器,Ff3AsAgYR,0
1878,"
                                                                                                    【成都一名特警排爆手的日常训练 趴在45℃地面上】#住在成都#7月28日上午，成都市公安局新战训基地的训练场上，地表温度达到了45℃。穿着35公斤防护装备的排爆手刘世龙，趴在发烫的地上进行拆除模拟爆炸物的训练。成都市公安局特巡警支队支队长杨钢说，处突不看天气，威胁人民群众生命财产安全的险情随 ????????...展开全文c                                            ", 8月1日 10:21,25,20,65,搜狗高速浏览器,Ff3oO82DE,0
1879,"
                                                                                                    【8月四川人才市场有这10场招聘会 时间表出炉】#住在成都#今年8月，四川人才市场将有各类大小型招聘会共10场，举办地点在四川省人才交流中心二楼大厅。这10场招聘会中，包括有8月4日、5日的四川夏季营销、管理、财会大型专场招聘会（2017），8月11日的四川第6届应往届高校毕业生专场招聘会（2017）等。 ????????...展开全文c                                            ", 8月1日 09:44,26,21,7,搜狗高速浏览器,Ff39LyMQS,0
1880,"
                                                                                                    #建军90年#【今天，为这样一群人发条微博 中国军人】守卫边疆，保家卫国，他们守护共和国平安；灾难面前，搭人梯、筑人墙、他们是最可亲可敬的子弟兵。他们以实际行动诠释了大国军队的责任与担当，堪称行走的“中国名片”。戳图↓↓致敬中国军人！ ??????据@央视新闻 ????????                                            ", 8月1日 09:06,57,5,54,iPhone 6s Plus,Ff2UAmbjk,0
1881,"
                                                                                                    【截止今晨7时，成都主城区空气质量 优】#空气质量#@成都环保 说，根据成都市环境空气质量实时监测显示，截止时间8月1日7时主城区空气质量指数类别 优 空气质量实时数据详见http://url.cn/43PN6Kf ?????? ????????                                            ", 8月1日 08:43,4,评论,3,iPhone 6s Plus,Ff2L1BgDI,0
1882,"
                                                                                                    #气象与生活#【夏季多吃六种杀菌菜】以下食物具有抗菌作用，能对腹泻起到一定的预防作用。①洋葱：最好生吃或清炒。②韭菜：富含膳食纤维。③茴香：茴香醚有抗菌功效。④马齿苋：鲜食、干食均可。⑤鱼腥草：鱼腥草素抗菌消炎。⑥紫苏：可以用来煮粥。据@新浪健康                                            ", 8月1日 08:14,7,评论,12,iPhone 6s Plus,Ff2zpfdnk,0
1883,"
                                                                                                    【你好，八月】#早安成都#你们说，八月会是怎样的夏日freestyle？@成都气象 预计今天白天多云间阴有雷雨或阵雨，成都市西部、南部局部地方有暴雨，雷雨时伴有短时阵性大风，个别地方有冰雹，今日最高气温34℃；之后两天阳光还是不见不散，不过2号仍旧多分散性阵雨。【今日限行尾号2、7】 ????????                                            ", 8月1日 07:31,17,7,12,iPhone 6s Plus,Ff2i30d0Q,0
1884,"
                                                                                                    #晚安成都#越努力工作的人越容易发胖晚安 ????????                                            ", 7月31日 23:48,9,45,87,iPhone 6,FeZg11LS9,0
1885,"
                                                                                                    【成都将出台住房租赁试点实施方案 承租人享受义务教育等公共服务】#住在成都#今日，市政府常务会审议通过《成都市开展住房租赁试点工作的实施方案》。方案提出，将依托现有国有企业组建市属国有住房租赁公司；建立统一的政府住房租赁交易服务平台；多渠道增加租赁住房房源，到2018年，配租公租房1万套 ????????...展开全文c                                            ", 7月31日 23:27,38,45,46,iPhone 6,FeZ7u3GA5,0
1886,"
                                                                                                    【金士杰主演励志短片爆红：人生只剩不到22K，你要设计你的人生】#网事聚焦#金士杰主演短片《下一个十年，你会在哪里》近日上线，引发多年龄层观众共鸣。按平均年龄来算，若你可以再活60年就是21900天。你的人生只剩不到22k，今天还要做你正在做的事么？@人民日报 L人民日报的秒拍视频 ????????                                            ", 7月31日 23:05,80,20,80,iPhone 6,FeYYG2EcN,0
1887,"
                                                                                                    #住在成都#你的生日距离哪个节日最近啊？  ????????                                            ", 7月31日 22:30,9,270,23,iPhone 6,FeYKiwhRU,0
1888,"
                                                                                                    【成都67岁护蝉老人：“给蝉子们留点种， 不然被抓完了”】#住在成都#“我们抓‘蝉子’有人炸来吃，也有人当鱼饵钓鱼，还有的人拿来做中药。”盛夏傍晚，沿着清风街旁的清水河畔走了大概一公里，共发现60多名捕幼蝉的人，然而成都67岁的刘金生(化名)老人显得与众不同：找到幼蝉后放到树上，然后摇着蒲 ????????...展开全文c                                            ", 7月31日 21:54,8,33,57,iPhone 6,FeYvQvYYP,0
1889,"
                                                                                                    【这个帅气的飞行员小哥哥刷屏了！厉害的果然都上交了国家】#网事聚焦#看过大阅兵，你是不是还沉浸在激动自豪的心情里？不少妹子们都被采访中的他刷屏了，驾驶歼-16参加阅兵式的飞行员白龙！他对自己的“飞机""侃侃而谈，举手投足间都能看到他作为歼-16飞行员的小骄傲！????????@央广军事????????????...展开全文c                                            ", 7月31日 21:17,27,50,137,iPhone 6,FeYgDF7C8,0
1890,"
                                                                                                    【全民“军装照”爆红！亲近最可爱的人，是永不褪色的时尚！】#今日微议#咱当兵的人，有啥不一样？穿上军装，感觉就是不一样！这两天，@人民日报 的“军装照”H5刷爆朋友圈，根本停不下来！！为啥这么吸引人？在党的领导下，这支人民武装牺牲在前，奉献在前，和老百姓同呼吸、共命运。军人意志百炼钢， ????????...展开全文c                                            ", 7月31日 20:53,9,18,25,iPhone 6,FeY6ZB5sj,0
1891,"
                                                                                                    【8月1日起，@成都交通运输 实施不定时工作制】#延时错时服务#今日，从市交委获悉，为全面落实“错时工作、延时服务”试点改革。8月1日起，成都市交委将在交通执法和运输管理上实施不定时工作制。详见长微博↓↓ ????????                                            ", 7月31日 20:29,10,10,7,iPhone 6,FeXXhk7BK,0
1892,"
                                                                                                    【明天起，逢工作日午间、周六可以办理人社业务啦！】#延时错时服务#日前，市政府办公厅印发了《关于我市部分行政事业单位实行不定时工作制的试行意见》。从8月1日起，@成都人社局 将采取工作日错时不间断服务、周六延时+预约服务、网上“7×24”小时服务等多种服务模式，为服务对象提供更加便捷高效的 ????????...展开全文c                                            ", 7月31日 19:50,12,14,13,搜狗高速浏览器,FeXHyvMpe,0
1893,"
                                                                                                    【看过来！公安机关窗口单位不定时工作时间安排公布】#延时错时服务#2017年8月1日起，成都市公安局正式印发实施《成都市公安局不定时工作制实施办法（试行）》。公安机关窗口单位不定时工作时间安排如下，详见长微博↓↓@平安成都 ????????                                            ", 7月31日 19:29,7,13,24,搜狗高速浏览器,FeXyGioba,0
1894,"
                                                                                                    【成都部分行政事业单位将实行不定时工作制】#住在成都#日前，市政府通过了《关于我市部分行政事业单位实行不定时工作制的试行意见》。今天上午，市政府新闻办召开成都市部分行政事业单位实行不定时工作制新闻发布会，对不定时工作制有关情况进行介绍。从8月1日起，成都11个行政事业单位将试点不定时工 ????????...展开全文c                                            ", 7月31日 18:45,10,27,28,搜狗高速浏览器,FeXh1u7T1,0
1895,"
                                                                                                    【两分钟教你做香脆糖醋里脊】#美食成都#外酥里嫩让人食欲大开，酸甜可口，在家也有下馆子的感觉！ （山林食记）L山林食记的秒拍视频 ????????                                            ", 7月31日 18:23,35,5,27,搜狗高速浏览器,FeX80a3PM,0
1896,"
                                                                                                    【成都将构建社区应急志愿服务队】#现在发布# 今日，成都市政府常务会议审议通过《成都市社区应急志愿服务队管理办法》。办法指出，在社区建立应急志愿者队伍，实现“就近”和“先期”救援。构建志愿者全面保障机制，规定应急志愿者享有升学、就业、公务员录用、晋升等方面优惠待遇。重点强调生命至上 ????????...展开全文c                                            ", 7月31日 18:03,4,1,5,微博 weibo.com,FeWZM8yBf,0
1897,"
                                                                                                    【全面启动生态环境治理????让龙泉湖水更清岸更绿】#成都治水十条#日前，龙泉驿区全面启动龙泉湖生态环境治理工作，全力改善龙泉湖水域环境。举措如下：①对辖区内涉及自然保护区的生态环保问题进行“地毯式”排查核实；②关停龙泉湖自然保护区域内30家农家乐；③完成23艘旅游公司游船清理及公司注销和农 ????????...展开全文c                                            ", 7月31日 17:39,5,2,25,搜狗高速浏览器,FeWQoicPi,0
1898,"
                                                                                                    【八个成就献给“八·一”??????成都军民融合就是这么给力】#八一建军节# 随着建军大业的首映，“八·一”的临近，每一个军迷的心中，是否又浮现那些国之重器的影子？成都，作为军民融合的产业重地，正为我们的国家、我们的军队，带来一个又一个的成就，为“八·一”建军节献礼！请看成都发布特别制作的H5： ????????...展开全文c                                            ", 7月31日 15:04,35,5,23,搜狗高速浏览器,FeVPesT0C,0
1899,"
                                                                                                    【本周免费看《绣春刀II修罗战场》】#天府文化#本周三、周日（8月2日、8月6日）公益场影片为《绣春刀II修罗战场》；公益电影放映时间为上午10点半；市民和外来人员均可凭身份证（或老年证）直接到38家指定影院现场免费办理电影票后观看。详情查看大图~ @文化成都????????                                            ", 7月31日 14:33,49,60,55,搜狗高速浏览器,FeVCIeCvK,0
1900,"
                                                                                                    #网事聚焦#《猫和老鼠》主题音乐的交响乐版。乐师们虽然竭力保持严肃，但还是有几个笑场的。那两个做特效音的承包了所有笑点演奏之中站起来学汤姆猫打鼾的那个乐手你够了via 一朵药片Hihealer L一朵药片 Hihealer的秒拍视频 ????????                                            ", 7月31日 13:59,42,6,29,微博 weibo.com,FeVoJuRHH,0
1901,"
                                                                                                    扩散！麻烦大家留意一下                                            ", 7月31日 13:41,46,9,30,iPhone 6s,FeVhvzhIH,0
1902,"
                                                                                                    【蝉鸣滴雨 耳边难清净】#成都午间天气#上午我市龙泉、新都和成华部分地方的小伙伴们都已经经历了一场阵雨了，11时我市均温为31.5℃。@成都气象 说，预计午后到夜间维持多云间阴伴分散性阵雨或雷雨天气形势，雷雨时伴有短时阵性大风，个别点甚至有冰雹，午后最高气温34℃。 ????????                                            ", 7月31日 13:31,7,3,7,微博 weibo.com,FeVdn4xAM,0
1903,"
                                                                                                    【武侯祠、杜甫草堂和金沙遗址三大博物馆下午闭馆时间从下午5点延至晚8点半】#现在发布#成都市文广新局局长师江说，市属博物馆统一执行夏季时段（5月1日至10月31日）和冬季时段（11月1日至4月30日）制度，成都博物馆夏季时段开放时间为9:00至20:30（19:30停止取票），冬季时段开放时间为9:00至20:00。 ????????...展开全文c                                            ", 7月31日 13:01,25,13,28,微博 weibo.com,FeV1c72V8,0
1904,"
                                                                                                    #生活服务#教你做红油金针菇——香辣过瘾，好吃不腻via 999道私房菜 ????????                                            ", 7月31日 12:29,48,9,43,微博 weibo.com,FeUOczpWr,0
1905,"
                                                                                                    【《成都市历史建筑和历史文化街区保护条例》明起施行！】#天府文化#近日，成都市发布《成都市历史建筑和历史文化街区保护条例》，将从8月1日起正式施行。擅自设置、移动、涂改、损毁历史建筑、历史文化街区保护标志的，逾期不改正或者不恢复原状的，处相应数额的罚款。为弥补普查工作中可能存在的不足 ????????...展开全文c                                            ", 7月31日 11:54,17,13,49,微博 weibo.com,FeUAilqmw,0
1906,"
                                                                                                    【公共文体活动场所错峰开馆，医院合理开展假日诊、夜诊等】#现在发布#公共服务领域，政务服务单位通过网络政务服务平台、自助服务机器和借助社会服务机构提供智能化、便捷化服务；涉及投资环境和市民公共服务的，提供延时服务、预约服务、节假日定时服务等；合理安排各类公共文体活动服务时间、场所开 ????????...展开全文c                                            ", 7月31日 11:18,19,评论,8,微博 weibo.com,FeUlo2xyw,0
1907,"
                                                                                                    【严格落实24小时值班制度，突发紧急问题要迅速响应妥善处理】#现在发布#社会管理领域的公安、交通、城市管理、信访维稳等单位，根据勤务特点，合理确定工作班次，加大现场巡查力度；严格落实24小时值班制度，按规定做好重要信息报送工作；如遇突发紧急事件、群体性事件或矛盾纠纷，迅速响应，妥善处 ????????...展开全文c                                            ", 7月31日 11:08,24,3,19,微博 weibo.com,FeUhkfwqt,0
1908,"
                                                                                                    【加强夜间经济的市场监管，开展不定时现场执法】#现在发布#市场监管领域，食品管理、医药卫生、环境保护、安全生产、旅游市场以及文化市场等行政执法单位，按照工作需要分类别、分班次开展执法巡查，在加强日常监管的同时，重点加强夜间经济的市场监管；根据监管对象违规特点以及线索举报，有针对性地 ????????...展开全文c                                            ", 7月31日 10:59,18,3,2,微博 weibo.com,FeUdJ9bcO,0
1909,"
                                                                                                    【成都市出台《关于我市部分行政事业单位实行不定时工作制的试行意见》，8月1日推开试点】#现在发布#为提升对行政事业单位的服务和监管水平，更好地满足群众办事需求，我市推出《关于我市部分行政事业单位实行不定时工作制的试行意见》，市公安局（含交管局）、市环保局、市城管委、市交委、市农委、市 ????????...展开全文c                                            ", 7月31日 10:44,51,33,12,微博 weibo.com,FeU7S0WFh,0
